x,y
-0.42581150014685376,0.40116563282494977
-0.16741585944353055,0.18225314607983534
0.49353466656484835,-0.12983184681686155
-0.4304180859303695,-0.25895754787639014
0.4375338731289691,-0.05907952942249051
0.6264491372939902,0.3993735009220889
-0.4172697399637845,0.27040069576434056
-0.4062896150355859,0.28015165916009277
-0.09863886525480747,-0.0475360416970646
-0.21404578746014902,0.1468540687108496
0.7052319927944746,-0.2941185056895086
0.13474180818292114,0.6416862937636489
0.1508894064363604,0.1281011545357802
0.48686339219393737,-0.5976468118567381
-0.5450703334934036,0.428581785655213
-0.5958419209002375,-0.05194328398841275
0.39380175335858425,0.2571112789305581
-0.4919728836077383,-0.33326756023365456
0.021966681844071134,-0.7078708455442391
-0.08723257839394682,-0.5582162285309562
-0.6409940841163939,0.14801120269296342
0.009615012388366706,0.4128731933363641
0.6669205879941615,-0.4306408423661748
0.7190863773141751,0.030586013341962315
-0.40998063908530086,0.5878359247744358
-0.7895991393506618,0.10116594170403304
0.37675660955094337,-0.3740379318345565
0.6179362598574705,-0.4415162422914258
-0.5781230938236668,-0.20232620736675622
0.6382450076502106,-0.4594564047582507
-0.08073572238930116,-0.25035151275742584
-0.10509690572123709,0.3235631443055307
0.1279550503288529,0.0029170586487525796
0.19818196004664324,0.6771819205441292
0.3388310386799862,0.055216135073875905
0.2468161331321599,0.18087027686533674
-0.11369394727326776,0.2120988172217657
-0.09593133972092194,0.43794444238225094
0.5452508369224669,0.17299012500112476
0.42386437972025903,-0.5473178980621576
-0.03566862256633163,-0.41258189951468066
0.6185425551481303,0.023287651398875564
-0.4179411101976885,0.3280578573387025
-0.11083815626512328,0.515694206818589
-0.43451482608731884,-0.39544976904891105
-0.6913113823428577,-0.18012146594973588
-0.3881172296364605,-0.5782332809538828
0.39467046915123283,-0.6704718555245696
0.622189978541692,-0.4741053436913802
0.36584850734764895,-0.41375153190447866
0.016147628734217156,-0.6602527206573353
-0.14972592470880708,0.5978041539685921
-0.43369218758330846,-0.3961479649115053
0.5244491770142459,-0.38532258277357845
0.24108248110467567,0.14112425257611172
-0.5072978315339828,0.3399085152286818
0.6474391023779733,0.13500271698066935
0.49719369776563727,-0.4030460773809649
-0.642518740419128,0.3441642744175337
0.4996005666337757,-0.19374299284720464
-0.4996403592382509,-0.27364569877427014
0.21799271322112146,-0.6800769773407854
0.7082877624070743,-0.3206493347432855
0.2880663490553039,0.04266115295550599
0.03556388697930546,-0.20924084762556217
0.16962541512364515,0.7799453622276975
0.48967485728712723,-0.12881475104349627
