x,y
0.7944725408122937,-0.12835527652069012
1.039933967743009,0.4144728610246642
0.7573051357720237,0.600735041081603
-1.078470465240917,-0.104189530419309
-0.3746857297255144,0.8962064765820639
0.4172088482339271,0.6777993878687429
-0.16409882340073967,-0.5727986842519686
0.15829588234592085,-0.9159837621812319
0.9501303987784879,0.27649523815633614
0.7484544462475842,-0.30549546692727647
0.8073121415139093,-0.641258713510868
-1.0025604730041113,0.38440280180915476
-0.5051064613993593,-0.27203461732677536
-0.0882881473001571,-0.6521101459230001
-1.0732276345271323,-0.05101965492553917
-0.7919628877524361,0.35660938883327176
-0.1822594352702409,0.6986242117214587
0.5807687958065226,-0.3940300530977138
0.963553424046083,0.640005150743284
-0.32631270081249397,-0.4445109817464874
0.5292369615274288,-0.7565197844204494
0.8320806947562012,0.3461867988432674
0.5949795980163717,0.5895309651461327
-0.11914425093881409,0.14435651150107676
0.4883685891923677,-0.06069796709942166
0.1891847087954477,0.5564976005736537
0.39068312800171334,0.11251674138179113
0.17170076616169938,-0.41170479406851446
-1.3606282797529756,-0.13289348261203904
-0.8277044488233652,-0.19208984817826413
1.0248689124776817,-0.5587270796827845
-1.2809220491017086,-0.4590938267538073
-0.5985781024766175,0.34002468092647953
0.16539324178970727,0.5961862391234685
0.47650926694942375,-0.19658759097585188
0.9106591155315005,-0.6993568681938218
0.6448421167297058,-0.08005781647208654
-0.9823118408025548,0.0021940277170633404
-1.0082949021318115,0.4122727876632457
-0.15614680083531085,-0.2498554251973868
-0.5756149414711581,0.2735934455496658
-0.4007434293951677,-0.865935169436188
1.1848840030520604,0.41938498100257404
0.8083776215008045,0.4554693972338908
-0.14685164378301274,-0.4782927201251661
-0.1282487594825279,-0.6250369339300164
-0.5627257899631077,0.16636109477798144
-0.937358929476228,0.7488899965939886
0.7497066365221092,0.46087220749696733
-0.19693018465219914,0.26734856547513064
0.2438841098469331,0.3146778632651219
-1.2051114686943216,-0.17680445544171974
-1.3293188958005118,-0.012619279586510324
-0.4934024842349226,-0.7464992033813016
-1.1501313936046003,0.18405360157319528
0.23507730513114544,-0.3215734104768422
1.3298217184001915,-0.037162782419909446
0.8199321590258302,-0.8762670001628791
-0.03869084056933492,-0.019515311855506035
1.2696967194274504,0.1506289099897582
